Rank,Youtuber,Subscribers,Video Views,Category,Title,Uploads,Country,Abbreviation,Channel_Type,Video_Views_Rank,Country_Rank,Channel_Type_Rank,Video_Views_For_The_Last_30_Days,Lowest_Monthly_Earnings,Highest_Monthly_Earnings,Lowest_Yearly_Earnings,Highest_Yearly_Earnings,Subscribers_For_Last_30_Days,Created_Year,Created_Month,Created_Date,Gross Tertiary Education Enrollment (%),Population,Unemployment Rate,Urban_Population,Latitude,Longitude
734,Mis Pastelitos,14600000,2750902766.0,Howto & Style,Mis Pastelitos,603,Mexico,MX,Music,3248,27,131,50677000.0,12700.0,202700.0,152000.0,2400000.0,100000,1970-01-01 00:00:00.000002014,Jun,24,40.2,126014024,3.42,102626859,23.634501,-102.552784
735,Noman Official,14600000,5525773746.0,Comedy,Noman Official,560,India,IN,Film,1185,106,38,139116000.0,34800.0,556500.0,417300.0,6700000.0,500000,1970-01-01 00:00:00.000002019,Oct,28,28.1,1366417754,5.36,471031528,20.593684,78.96288
736,LEGENDA FUNK,14500000,2440718089.0,Music,LegendaFUNK,0,Brazil,BR,Music,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Unknown,0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
737,Like Nastya Stories,14500000,6944967581.0,Entertainment,Like Nastya Stories,479,United States,US,Entertainment,848,156,151,29941000.0,7500.0,119800.0,89800.0,1400000.0,0,1970-01-01 00:00:00.000002019,Sep,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
738,les boys tv2,14500000,4577292740.0,Entertainment,les boys tv2,453,United States,US,Film,1565,156,39,449576.0,112.0,1800.0,1300.0,21600.0,0,1970-01-01 00:00:00.000002017,Feb,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
739,Lotus Music,14500000,1739129375.0,Unknown,Lotus Music,514,India,IN,Tech,5926,107,13,23034000.0,5800.0,92100.0,69100.0,1100000.0,100000,1970-01-01 00:00:00.000002021,Jun,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
740,IDEIAS INCRï¿½ï¿½,14500000,3551889957.0,Howto & Style,IDEIAS INCRï¿½ï¿½,5430,Brazil,BR,Howto,2269,41,26,2838000.0,709.0,11400.0,8500.0,136200.0,0,1970-01-01 00:00:00.000002017,Oct,30,51.3,212559417,12.08,183241641,-14.235004,-51.92528
741,Reaction Time,14500000,4260187928.0,Entertainment,Reaction Time,1717,United States,US,Entertainment,1747,156,151,9910000.0,2500.0,39600.0,29700.0,475700.0,0,1970-01-01 00:00:00.000002015,Apr,25,88.2,328239523,14.7,270663028,37.09024,-95.712891
742,BBC News,14500000,4598387043.0,News & Politics,BBC News,18972,United Kingdom,GB,News,1548,26,19,66273000.0,16600.0,265100.0,198800.0,3200000.0,100000,1970-01-01 00:00:00.000002006,Apr,8,60.0,66834405,3.85,55908316,55.378051,-3.435973
743,Eli Kids - Cartoons & Songs,14500000,4821183481.0,Unknown,Eli Kids - Cartoons & Songs,605,United States,US,Music,1423,156,132,149241000.0,37300.0,597000.0,447700.0,7200000.0,400000,1970-01-01 00:00:00.000002018,Jan,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
744,Boram Tube ToysReview [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,14500000,5014888374.0,People & Blogs,Boram Tube ToysReview [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,618,South Korea,KR,People,1364,14,47,4960000.0,1200.0,19800.0,14900.0,238100.0,0,1970-01-01 00:00:00.000002016,May,18,94.3,51709098,4.15,42106719,35.907757,127.766922
745,Aadishakti Films,14500000,6290721701.0,Music,Aadishakti Films,4790,India,IN,Music,981,107,132,48447000.0,12100.0,193800.0,145300.0,2300000.0,200000,1970-01-01 00:00:00.000002016,Oct,28,28.1,1366417754,5.36,471031528,20.593684,78.96288
746,Telemundo,14500000,8582696157.0,Entertainment,Telemundo,19201,United States,US,Entertainment,592,156,151,48285000.0,12100.0,193100.0,144900.0,2300000.0,0,1970-01-01 00:00:00.000002007,Jan,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
747,GMM25Thailand,14500000,9383692066.0,Entertainment,GMM25Thailand,68606,Thailand,TH,Entertainment,502,13,151,45622000.0,11400.0,182500.0,136900.0,2200000.0,100000,1970-01-01 00:00:00.000002011,Jun,8,49.3,69625582,0.75,35294600,15.870032,100.992541
748,TV9 Bharatvarsh,14500000,10303519926.0,People & Blogs,TV9 Bharatvarsh,293516,India,IN,News,414,106,18,418474000.0,104600.0,1700000.0,1300000.0,20100000.0,700000,1970-01-01 00:00:00.000002018,Nov,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
749,Maroon5VEVO,14500000,20042571499.0,Music,Maroon5VEVO,147,United States,US,Music,123,156,132,98185000.0,24500.0,392700.0,294600.0,4700000.0,0,1970-01-01 00:00:00.000002009,May,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
750,Saad Lamjarred | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,14500000,4315486422.0,Music,Saad Lamjarred | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,176,Morocco,MA,Music,1710,1,132,37577000.0,9400.0,150300.0,112700.0,1800000.0,0,1970-01-01 00:00:00.000002012,Dec,22,35.9,36910560,9.02,22975026,31.791702,-7.09262
751,Hear This Music,14500000,9201428420.0,Music,Hear This Music,39,Unknown,Unknown,Music,518,4,132,48193000.0,12000.0,192800.0,144600.0,2300000.0,100000,1970-01-01 00:00:00.000002016,Feb,13,0.0,0,0.0,0,0.0,0.0
752,Lilly Singh,14500000,3517662420.0,Comedy,Lilly Singh,1064,Canada,CA,Comedy,2297,8,31,5329000.0,1300.0,21300.0,16000.0,255800.0,0,1970-01-01 00:00:00.000002010,Oct,29,68.9,36991981,5.56,30628482,56.130366,-106.346771
753,ýýýýýýýýýýýýýýýýýýýýý,14400000,600154268.0,Entertainment,ýýýýýýýýýýýýýýýýýýýýý,364,South Korea,KR,Entertainment,21132,14,151,1370000.0,342.0,5500.0,4100.0,65700.0,300000,1970-01-01 00:00:00.000002017,Mar,8,94.3,51709098,4.15,42106719,35.907757,127.766922
754,Gyan Gamingï¿½,14400000,2224121890.0,Gaming,Gyan Gamingï¿½,3086,India,IN,Games,4292,107,52,13891000.0,3500.0,55600.0,41700.0,666800.0,100000,1970-01-01 00:00:00.000002017,Sep,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
755,Drawblogs,14400000,1629801448.0,Entertainment,Drawblogs,399,Peru,PE,Entertainment,6402,1,152,1002000.0,251.0,4000.0,3000.0,48100.0,0,1970-01-01 00:00:00.000002014,May,20,70.7,32510453,3.31,25390339,-9.189967,-75.015152
756,NOBRU,14400000,351763324.0,Gaming,nobru,2,Unknown,Unknown,People,4057274,0,7596,2.0,0.0,0.01,0.01,0.1,1,1970-01-01 00:00:00.000002006,Feb,3,0.0,0,0.0,0,0.0,0.0
757,ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýýý,14400000,2972474215.0,Entertainment,ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýý,381,Saudi Arabia,SA,Entertainment,2934,6,152,4673000.0,1200.0,18700.0,14000.0,224300.0,0,1970-01-01 00:00:00.000002017,Dec,1,68.0,34268528,5.93,28807838,23.885942,45.079162
758,Cyprien,14400000,3086254545.0,Comedy,Cyprien,222,France,FR,Comedy,2767,2,32,11417000.0,2900.0,45700.0,34300.0,548000.0,0,1970-01-01 00:00:00.000002007,Feb,25,65.6,67059887,8.43,54123364,46.227638,2.213749
759,Rclbeauty101,14400000,3900312631.0,Comedy,Rclbeauty101,463,United States,US,Entertainment,1986,157,152,8636000.0,2200.0,34500.0,25900.0,414500.0,0,1970-01-01 00:00:00.000002010,Dec,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
760,Coke Studio,14400000,4035738731.0,Music,Rohail Hyatt,450,United States,US,Music,23796,962,836,3557000.0,889.0,14200.0,10700.0,170700.0,10000,1970-01-01 00:00:00.000002008,Jun,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
761,Indore Physical Academy,14400000,4156427797.0,People & Blogs,Indore Physical Academy,1838,India,IN,People,1793,107,47,70409000.0,17600.0,281600.0,211200.0,3400000.0,200000,1970-01-01 00:00:00.000002014,Apr,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
762,Rosanna Pansino,14400000,4597228794.0,Howto & Style,Rosanna Pansino,1248,United States,US,Howto,1552,157,27,26683000.0,6700.0,106700.0,80000.0,1300000.0,0,1970-01-01 00:00:00.000002010,Apr,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
763,Harry Styles,14400000,5689224452.0,People & Blogs,harrystyles,0,United States,US,Games,4037956,7574,7340,0.0,0.0,0.0,0.0,0.0,0,0,Unknown,0,88.2,328239523,14.7,270663028,37.09024,-95.712891
764,Vlad and Niki PRT,14400000,6543282459.0,Unknown,Vlad and Niki PRT,516,United States,US,Entertainment,918,157,152,40089000.0,10000.0,160400.0,120300.0,1900000.0,0,1970-01-01 00:00:00.000002018,Nov,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
765,RS 1313 SHORTS,14400000,8011977288.0,Entertainment,RS 1313 SHORTS,5628,India,IN,Entertainment,647,108,152,212639000.0,53200.0,850600.0,637900.0,10200000.0,200000,1970-01-01 00:00:00.000002020,Oct,24,28.1,1366417754,5.36,471031528,20.593684,78.96288
766,Zig & Sharko,14400000,9023952946.0,Film & Animation,Zig & Sharko,978,Unknown,Unknown,Film,534,0,39,62689000.0,15700.0,250800.0,188100.0,3000000.0,100000,1970-01-01 00:00:00.000002015,May,6,0.0,0,0.0,0,0.0,0.0
767,SelenaGomezVEVO,14400000,11423792969.0,Music,SelenaGomezVEVO,186,United States,US,Music,354,157,133,88657000.0,22200.0,354600.0,266000.0,4300000.0,0,1970-01-01 00:00:00.000002009,Nov,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
768,ZEE5,14400000,18515587421.0,Entertainment,ZEE5,101401,India,IN,Entertainment,142,108,152,149799000.0,37400.0,599200.0,449400.0,7200000.0,100000,1970-01-01 00:00:00.000002018,Feb,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
769,Super Polina,14300000,4776507159.0,People & Blogs,Super Polina,576,United States,US,Entertainment,1452,158,153,413774.0,103.0,1700.0,1200.0,19900.0,100000,1970-01-01 00:00:00.000002014,Jul,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
770,Rebecca Zamolo,14300000,6388439235.0,Comedy,RebeccaZamolo,1,United States,US,Entertainment,4054606,6342,5464,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002011,Aug,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
771,Wish 107.5,14200000,6048517979.0,Music,Wish 107.5,1823,Philippines,PH,Music,1036,8,134,62658000.0,15700.0,250600.0,188000.0,3000000.0,0,1970-01-01 00:00:00.000002014,Jul,13,35.5,108116615,2.15,50975903,12.879721,121.774017
772,Invento na Hora,14200000,4040297006.0,Film & Animation,Invento na Hora,1281,Brazil,BR,Entertainment,1877,43,154,19029000.0,4800.0,76100.0,57100.0,913400.0,0,1970-01-01 00:00:00.000002014,Oct,18,51.3,212559417,12.08,183241641,-14.235004,-51.92528
773,SIS vs BRO,14200000,6973932553.0,Entertainment,SiS,60,Ukraine,UA,Entertainment,3739171,2460,4686,105.0,0.03,0.42,0.32,5.0,10,1970-01-01 00:00:00.000002016,Aug,3,82.7,44385155,8.88,30835699,48.379433,31.16558
774,NikkieTutorials,14200000,1778318927.0,Howto & Style,NikkieTutorials,876,Netherlands,NL,Entertainment,5764,2,154,35934000.0,9000.0,143700.0,107800.0,1700000.0,0,1970-01-01 00:00:00.000002008,Jun,23,85.0,17332850,3.2,15924729,52.132633,5.291266
775,TommyInnit,14200000,2084791147.0,Gaming,TommyInnit,342,United Kingdom,GB,Games,4696,27,55,54291000.0,13600.0,217200.0,162900.0,2600000.0,200000,1970-01-01 00:00:00.000002015,Dec,24,60.0,66834405,3.85,55908316,55.378051,-3.435973
776,E-MasterSensei,14200000,3920559552.0,Gaming,E-MasterSensei,1300,Mexico,MX,Games,1971,28,54,44575000.0,11100.0,178300.0,133700.0,2100000.0,200000,1970-01-01 00:00:00.000002016,Jan,13,40.2,126014024,3.42,102626859,23.634501,-102.552784
777,infobells - Kannada,14200000,6554000320.0,Education,infobells - Kannada,433,India,IN,Education,912,110,37,141688000.0,35400.0,566800.0,425100.0,6800000.0,300000,1970-01-01 00:00:00.000002014,Mar,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
778,Crazy Frog,14200000,7946322061.0,Music,CrazyFrog,0,Unknown,Unknown,Games,4057944,0,7453,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002005,Oct,2,0.0,0,0.0,0,0.0,0.0
779,The Dodo,14200000,9964116817.0,Pets & Animals,Dorukhan Gï¿½ï¿½ï,8,Unknown,Unknown,Unknown,4050736,0,0,7208.0,2.0,29.0,22.0,346.0,5,1970-01-01 00:00:00.000002006,Jun,14,0.0,0,0.0,0,0.0,0.0
780,SEVENGERS,14200000,10238593147.0,Comedy,SEVENGERS,872,India,IN,Comedy,422,110,33,367898000.0,92000.0,1500000.0,1100000.0,17700000.0,400000,1970-01-01 00:00:00.000002018,Jun,4,28.1,1366417754,5.36,471031528,20.593684,78.96288
781,Zee Bangla,14200000,11428794827.0,Entertainment,Zee Bangla,132398,India,IN,Entertainment,352,109,153,59927000.0,15000.0,239700.0,179800.0,2900000.0,200000,1970-01-01 00:00:00.000002008,Feb,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
782,DangMattSmith,14200000,3317805543.0,Entertainment,DangMattSmith,1724,United States,US,Entertainment,2485,159,154,12902000.0,3200.0,51600.0,38700.0,619300.0,0,1970-01-01 00:00:00.000002011,Aug,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
783,Neha Kakkar,14100000,2131548711.0,Music,Neha Kakkar,149,India,IN,Music,4624,110,134,25605000.0,6400.0,102400.0,76800.0,1200000.0,100000,1970-01-01 00:00:00.000002012,Oct,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
784,#Refugio Mental,14100000,3594936775.0,Entertainment,#Refugio Mental,846,Unknown,Unknown,Entertainment,2218,0,155,6942000.0,1700.0,27800.0,20800.0,333200.0,0,1970-01-01 00:00:00.000002013,Aug,10,0.0,0,0.0,0,0.0,0.0
785,ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýý,14100000,3920221322.0,Entertainment,ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýý,65,Unknown,Unknown,Unknown,3999155,0,0,20351.0,5.0,81.0,61.0,977.0,132,1970-01-01 00:00:00.000002017,Aug,4,0.0,0,0.0,0,0.0,0.0
786,Trap City,14100000,5129529846.0,Music,TrapCity,3,Australia,AU,People,4032620,3671,7629,147.0,0.04,0.59,0.44,7.0,1,1970-01-01 00:00:00.000002015,Nov,4,113.1,25766605,5.27,21844756,-25.274398,133.775136
787,Supercar Blondie,14100000,5405563355.0,Autos & Vehicles,Supercar Blondie,855,United Arab Emirates,AE,Autos,1202,7,1,353259000.0,88300.0,1400000.0,1100000.0,17000000.0,500000,1970-01-01 00:00:00.000002007,Sep,12,36.8,9770529,2.35,8479744,23.424076,53.847818
788,Yudist Ardhana,14100000,6036496916.0,Entertainment,Yudist Ardhana,2854,Indonesia,ID,Entertainment,1029,27,154,176062000.0,44000.0,704200.0,528200.0,8500000.0,400000,1970-01-01 00:00:00.000002016,Jan,6,36.3,270203917,4.69,151509724,-0.789275,113.921327
789,Lana Del Rey,14100000,6884215292.0,Music,Lana Del Rey,43,United States,US,Music,856,160,135,135563000.0,33900.0,542300.0,406700.0,6500000.0,200000,1970-01-01 00:00:00.000002011,May,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
790,MalumaVEVO,14100000,19013942981.0,Music,MalumaVEVO,182,United States,US,Music,138,160,135,98834000.0,24700.0,395300.0,296500.0,4700000.0,0,1970-01-01 00:00:00.000002011,Jun,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
791,F2Freestylers - Ultimate Soccer Skills Channel,14100000,3280481927.0,Sports,F2Freestylers - Ultimate Soccer Skills Channï¿½,777,United Kingdom,GB,Sports,2530,28,10,10222000.0,2600.0,40900.0,30700.0,490600.0,0,1970-01-01 00:00:00.000002011,Apr,9,60.0,66834405,3.85,55908316,55.378051,-3.435973
792,Bie The Ska,14100000,4627069704.0,Entertainment,Bie The Ska,1540,Thailand,TH,Entertainment,1531,14,155,12502000.0,3100.0,50000.0,37500.0,600100.0,100000,1970-01-01 00:00:00.000002006,Oct,3,49.3,69625582,0.75,35294600,15.870032,100.992541
793,AM3NlC,14000000,4959982720.0,Gaming,AM3NlC,5757,Brazil,BR,People,1392,45,49,10210000.0,2600.0,40800.0,30600.0,490100.0,0,1970-01-01 00:00:00.000002012,Dec,15,51.3,212559417,12.08,183241641,-14.235004,-51.92528
794,Narins Beauty,14000000,2214167846.0,Howto & Style,Narins Beauty,431,Sweden,SE,Entertainment,4325,3,156,13709000.0,3400.0,54800.0,41100.0,658000.0,0,1970-01-01 00:00:00.000002014,Sep,24,67.0,10285453,6.48,9021165,60.128161,18.643501
795,TV Ana Emilia,14000000,4674164601.0,People & Blogs,TV Ana Emilia,651,Mexico,MX,Entertainment,1504,29,156,26783000.0,6700.0,107100.0,80300.0,1300000.0,100000,1970-01-01 00:00:00.000002014,Dec,30,40.2,126014024,3.42,102626859,23.634501,-102.552784
796,ýýýýýýýýýýýý,14000000,7719743112.0,Gaming,ýýýýýýýýýýýý,2210,Russia,RU,Games,703,12,56,150570000.0,37600.0,602300.0,451700.0,7200000.0,200000,1970-01-01 00:00:00.000002013,Oct,26,81.9,144373535,4.59,107683889,61.52401,105.318756
797,Luli Pampï¿½,14000000,8623705301.0,Music,Luli Pampï¿½,294,Spain,ES,Music,579,15,136,201659000.0,50400.0,806600.0,605000.0,9700000.0,100000,1970-01-01 00:00:00.000002012,Dec,22,88.9,47076781,13.96,37927409,40.463667,-3.74922
798,Gallina Pintadita,14000000,9660950823.0,Music,Gallina Pintadita,62,Mexico,MX,Film,477,29,40,70626000.0,17700.0,282500.0,211900.0,3400000.0,0,1970-01-01 00:00:00.000002011,Aug,2,40.2,126014024,3.42,102626859,23.634501,-102.552784
799,ViralHog,14000000,18917687143.0,People & Blogs,ViralHog,41117,United States,US,Animals,136,159,3,1364000000.0,340900.0,5500000.0,4100000.0,65500000.0,1100000,1970-01-01 00:00:00.000002014,Aug,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
800,ETV Jabardasth,14000000,13542939513.0,People & Blogs,ETV Jabardasth,9652,India,IN,Comedy,268,111,34,133584000.0,33400.0,534300.0,400800.0,6400000.0,100000,1970-01-01 00:00:00.000002015,Jul,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
801,Zee Telugu,14000000,12597067132.0,Entertainment,zeetelugu,3,India,IN,Music,4039216,4651,4603,7.0,0.0,0.03,0.02,0.34,0,1970-01-01 00:00:00.000002007,Jan,31,28.1,1366417754,5.36,471031528,20.593684,78.96288
802,Crescendo com Luluca,14000000,5094050461.0,Entertainment,Crescendo com Luluca,1307,Brazil,BR,People,1327,44,48,68058000.0,17000.0,272200.0,204200.0,3300000.0,100000,1970-01-01 00:00:00.000002015,Aug,30,51.3,212559417,12.08,183241641,-14.235004,-51.92528
803,Jazzghost,13900000,5673347763.0,Gaming,Jazzghost,5494,Brazil,BR,Games,1140,46,57,106718000.0,26700.0,426900.0,320200.0,5100000.0,100000,1970-01-01 00:00:00.000002012,Aug,30,51.3,212559417,12.08,183241641,-14.235004,-51.92528
804,karameeshchannel,13900000,9106781518.0,Entertainment,karameeshchannel,2254,Jordan,JO,Music,526,3,137,87639000.0,21900.0,350600.0,262900.0,4200000.0,100000,1970-01-01 00:00:00.000002012,Jan,18,34.4,10101694,14.72,9213048,30.585164,36.238414
805,Darkar Company Studios,13900000,2244318380.0,Film & Animation,Darkar Company Studios,183,United States,US,Comedy,4234,161,35,4598000.0,1100.0,18400.0,13800.0,220700.0,0,1970-01-01 00:00:00.000002009,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
806,Dental Digest,13900000,7450345720.0,People & Blogs,Dental Digest,324,Unknown,Unknown,People,745,0,50,231562000.0,57900.0,926200.0,694700.0,11100000.0,300000,1970-01-01 00:00:00.000002020,Aug,12,0.0,0,0.0,0,0.0,0.0
807,T-Series Regional,13900000,5217553897.0,Entertainment,T-Series Regional,15075,India,IN,Music,1275,111,136,33484000.0,8400.0,133900.0,100500.0,1600000.0,100000,1970-01-01 00:00:00.000002011,Feb,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
808,ADEL et SAMI,13900000,5465532801.0,Entertainment,ADEL et SAMI,503,United States,US,Entertainment,1200,161,157,26883000.0,6700.0,107500.0,80600.0,1300000.0,0,1970-01-01 00:00:00.000002018,Mar,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
809,Jamuna TV,13900000,12129583055.0,News & Politics,jamuna tv24,6,Bangladesh,BD,Entertainment,4056658,3776,6756,1.0,0.0,0.0,0.0,0.05,0,1970-01-01 00:00:00.000002021,Feb,10,20.6,167310838,4.19,60987417,23.684994,90.356331
810,Atlantic Records,13900000,12513842343.0,Music,Atlantic Records,1660,United States,US,Music,307,161,137,97284000.0,24300.0,389100.0,291900.0,4700000.0,100000,1970-01-01 00:00:00.000002006,Dec,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
811,ýýýýýýýý ýý ýýýýýýýýýýýý,13900000,8451754769.0,Unknown,ýýýýýýýý ýý ýýýýýýýýýýýý,504,United States,US,People,600,161,50,114261000.0,28600.0,457000.0,342800.0,5500000.0,200000,1970-01-01 00:00:00.000002018,Oct,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
812,Veritasium,13900000,2165885634.0,Education,Veritasium,369,United States,US,Education,4466,161,38,44149000.0,11000.0,176600.0,132400.0,2100000.0,200000,1970-01-01 00:00:00.000002010,Jul,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
813,Alexa Rivera,13900000,3193226072.0,Howto & Style,Alexa Rivera,288,Unknown,Unknown,Entertainment,2613,0,157,142760000.0,35700.0,571000.0,428300.0,6900000.0,300000,1970-01-01 00:00:00.000002010,Aug,21,0.0,0,0.0,0,0.0,0.0
814,Airrack,13800000,2224911030.0,Entertainment,Airrack,173,United States,US,Entertainment,4285,161,157,99654000.0,24900.0,398600.0,299000.0,4800000.0,300000,1970-01-01 00:00:00.000002015,Jan,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
815,Hacksmith Industries,13800000,1820559912.0,Science & Technology,Hacksmith Industries,887,Canada,CA,Tech,5524,10,14,83943000.0,21000.0,335800.0,251800.0,4000000.0,100000,1970-01-01 00:00:00.000002006,Apr,20,68.9,36991981,5.56,30628482,56.130366,-106.346771
816,JD Pantoja,13800000,1493776391.0,People & Blogs,JD Pantoja,16,Unknown,Unknown,Music,7134,0,138,13533000.0,3400.0,54100.0,40600.0,649600.0,100000,1970-01-01 00:00:00.000002017,Jun,5,0.0,0,0.0,0,0.0,0.0
817,ýýýýýýýý/Atro,13800000,2480957682.0,Gaming,ýýýýýýýý/Atro,1952,Netherlands,NL,Games,3690,4,58,55122000.0,13800.0,220500.0,165400.0,2600000.0,200000,1970-01-01 00:00:00.000002017,Jul,2,85.0,17332850,3.2,15924729,52.132633,5.291266
818,123 GO! Spanish,13800000,5019136690.0,People & Blogs,123 GO! Spanish,520,Mexico,MX,Howto,1361,30,28,26519000.0,6600.0,106100.0,79600.0,1300000.0,100000,1970-01-01 00:00:00.000002019,Mar,13,40.2,126014024,3.42,102626859,23.634501,-102.552784
819,Geo News,13800000,5727888539.0,News & Politics,Geo News,190093,Pakistan,PK,News,1127,6,21,100053000.0,25000.0,400200.0,300200.0,4800000.0,100000,1970-01-01 00:00:00.000002007,Jan,10,9.0,216565318,4.45,79927762,30.375321,69.345116
820,Kids TV India Hindi Nursery Rhymes,13800000,6646953396.0,Shows,Kids TV India Hindi Nursery Rhymes,1505,India,IN,Education,898,112,38,78651000.0,19700.0,314600.0,236000.0,3800000.0,100000,1970-01-01 00:00:00.000002014,Nov,17,28.1,1366417754,5.36,471031528,20.593684,78.96288
821,Think Music India,13800000,11039343563.0,Music,Think Music India,4978,India,IN,Music,374,112,137,217106000.0,54300.0,868400.0,651300.0,10400000.0,200000,1970-01-01 00:00:00.000002009,Aug,15,28.1,1366417754,5.36,471031528,20.593684,78.96288
822,O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13700000,1967930734.0,Comedy,O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,696,Brazil,BR,Entertainment,5035,47,159,87804000.0,22000.0,351200.0,263400.0,4200000.0,200000,1970-01-01 00:00:00.000002015,Feb,6,51.3,212559417,12.08,183241641,-14.235004,-51.92528
823,Goldmines Premiere,13700000,1973638757.0,Entertainment,Goldmines Premiere,975,India,IN,Film,5047,113,41,37648000.0,9400.0,150600.0,112900.0,1800000.0,100000,1970-01-01 00:00:00.000002013,Oct,12,28.1,1366417754,5.36,471031528,20.593684,78.96288
824,MAIKI021,13700000,1950178163.0,Entertainment,MAIKI021,3298,Brazil,BR,Entertainment,5135,47,159,7438000.0,1900.0,29800.0,22300.0,357000.0,0,1970-01-01 00:00:00.000002008,Jan,22,51.3,212559417,12.08,183241641,-14.235004,-51.92528
825,The Vishal bhatt,13700000,9596430464.0,Comedy,The Vishal bhatt,1040,India,IN,Comedy,487,113,36,379240000.0,94800.0,1500000.0,1100000.0,18200000.0,600000,1970-01-01 00:00:00.000002021,Aug,15,28.1,1366417754,5.36,471031528,20.593684,78.96288
826,NishaMadhulika,13700000,2939201386.0,Howto & Style,NishaMadhulika,2158,India,IN,Howto,2972,113,29,22235000.0,5600.0,88900.0,66700.0,1100000.0,100000,1970-01-01 00:00:00.000002009,Aug,2,28.1,1366417754,5.36,471031528,20.593684,78.96288
827,MyMissAnand,13700000,4963275018.0,People & Blogs,MyMissAnand,340,India,IN,Entertainment,1387,113,159,27882000.0,7000.0,111500.0,83600.0,1300000.0,0,1970-01-01 00:00:00.000002014,Jul,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
828,FAPTV,13700000,5457203710.0,Comedy,FAPTV,863,Vietnam,VN,Comedy,1205,3,36,35124000.0,8800.0,140500.0,105400.0,1700000.0,0,1970-01-01 00:00:00.000002014,Feb,26,28.5,96462106,2.01,35332140,14.058324,108.277199
829,Wesley Safadï¿½,13700000,8134379376.0,Music,Wesley Safadï¿½,438,Brazil,BR,Music,631,47,139,64059000.0,16000.0,256200.0,192200.0,3100000.0,0,1970-01-01 00:00:00.000002009,Jun,21,51.3,212559417,12.08,183241641,-14.235004,-51.92528
830,infobells,13700000,5178142148.0,Education,infobells,495,India,IN,Education,1289,113,39,23893000.0,6000.0,95600.0,71700.0,1100000.0,100000,1970-01-01 00:00:00.000002011,Oct,20,28.1,1366417754,5.36,471031528,20.593684,78.96288
831,Desi Gamers,13700000,2135195239.0,Gaming,Desi gamers,1,Unknown,Unknown,Tech,4057849,0,4183,5.0,0.0,0.02,0.02,0.24,0,1970-01-01 00:00:00.000002020,Apr,14,0.0,0,0.0,0,0.0,0.0
832,Acenix,13600000,2122062016.0,Gaming,Acenix,368,Spain,ES,Games,4572,16,60,47436000.0,11900.0,189700.0,142300.0,2300000.0,200000,1970-01-01 00:00:00.000002014,Jan,2,88.9,47076781,13.96,37927409,40.463667,-3.74922
